draw_id,play,tier,pattern,numbers,note,winners,value
00789,,Giải Nhất,OOOOO,,,0,10000000
00789,,Giải Nhì,OOOO|O,,,5,5000000
00789,,Giải Ba,OOOO,,,61,500000
00789,,Giải Tư,OOO|O,,,162,100000
00789,,Giải Năm,OOO,,,1780,30000
00789,,Giải Khuyến Khích,OO|O/O|O/O,,,13830,10000
00788,,Giải Độc Đắc,OOOOO|O,,,0,7142980000
00788,,Giải Nhất,OOOOO,,,0,10000000
00788,,Giải Nhì,OOOO|O,,,12,5000000
00788,,Giải Ba,OOOO,,,148,500000
00788,,Giải Tư,OOO|O,,,308,100000
00788,,Giải Năm,OOO,,,3542,30000
00788,,Giải Khuyến Khích,OO|O/O|O/O,,,24048,10000
00787,,Giải Độc Đắc,OOOOO|O,,,0,6998060000
00787,,Giải Nhất,OOOOO,,,0,10000000
00787,,Giải Nhì,OOOO|O,,,9,5000000
00787,,Giải Ba,OOOO,,,74,500000
00787,,Giải Tư,OOO|O,,,122,100000
00787,,Giải Năm,OOO,,,2151,30000
00787,,Giải Khuyến Khích,OO|O/O|O/O,,,8787,10000
00786,,Giải Độc Đắc,OOOOO|O,,,0,6836617500
00786,,Giải Nhất,OOOOO,,,0,10000000
00786,,Giải Nhì,OOOO|O,,,7,5000000
00786,,Giải Ba,OOOO,,,107,500000
00786,,Giải Tư,OOO|O,,,190,100000
00786,,Giải Năm,OOO,,,2765,30000
00786,,Giải Khuyến Khích,OO|O/O|O/O,,,13145,10000
00785,,Giải Độc Đắc,OOOOO|O,,,0,6648750000
00785,,Giải Nhất,OOOOO,,,1,10000000
00785,,Giải Nhì,OOOO|O,,,3,5000000
00785,,Giải Ba,OOOO,,,78,500000
00785,,Giải Tư,OOO|O,,,211,100000
00785,,Giải Năm,OOO,,,1979,30000
00785,,Giải Khuyến Khích,OO|O/O|O/O,,,13205,10000
00784,,Giải Độc Đắc,OOOOO|O,,,0,6572800000
00784,,Giải Nhất,OOOOO,,,1,10000000
00784,,Giải Nhì,OOOO|O,,,2,5000000
00784,,Giải Ba,OOOO,,,97,500000
00784,,Giải Tư,OOO|O,,,139,100000
00784,,Giải Năm,OOO,,,2193,30000
00784,,Giải Khuyến Khích,OO|O/O|O/O,,,11996,10000
00783,,Giải Độc Đắc,OOOOO|O,,,0,6356890000
00783,,Giải Nhất,OOOOO,,,1,10000000
00783,,Giải Nhì,OOOO|O,,,1,5000000
00783,,Giải Ba,OOOO,,,54,500000
00783,,Giải Tư,OOO|O,,,119,100000
00783,,Giải Năm,OOO,,,1841,30000
00783,,Giải Khuyến Khích,OO|O/O|O/O,,,9016,10000
00782,,Giải Độc Đắc,OOOOO|O,,,0,6219655000
00782,,Giải Nhất,OOOOO,,,0,10000000
00782,,Giải Nhì,OOOO|O,,,13,5000000
00782,,Giải Ba,OOOO,,,56,500000
00782,,Giải Tư,OOO|O,,,247,100000
00782,,Giải Năm,OOO,,,2122,30000
00782,,Giải Khuyến Khích,OO|O/O|O/O,,,14472,10000
00781,,Giải Độc Đắc,OOOOO|O,,,0,6087505000
00781,,Giải Nhất,OOOOO,,,0,10000000
00781,,Giải Nhì,OOOO|O,,,4,5000000
00781,,Giải Ba,OOOO,,,39,500000
00781,,Giải Tư,OOO|O,,,144,100000
00781,,Giải Năm,OOO,,,1399,30000
00781,,Giải Khuyến Khích,OO|O/O|O/O,,,13102,10000
00780,,Giải Độc Đắc,OOOOO|O,,,1,7860827500
00780,,Giải Nhất,OOOOO,,,1,10000000
00780,,Giải Nhì,OOOO|O,,,10,5000000
00780,,Giải Ba,OOOO,,,111,500000
00780,,Giải Tư,OOO|O,,,272,100000
00780,,Giải Năm,OOO,,,3081,30000
00780,,Giải Khuyến Khích,OO|O/O|O/O,,,21750,10000
00779,,Giải Độc Đắc,OOOOO|O,,,0,7702612500
00779,,Giải Nhất,OOOOO,,,0,10000000
00779,,Giải Nhì,OOOO|O,,,4,5000000
00779,,Giải Ba,OOOO,,,87,500000
00779,,Giải Tư,OOO|O,,,292,100000
00779,,Giải Năm,OOO,,,2323,30000
00779,,Giải Khuyến Khích,OO|O/O|O/O,,,17379,10000
00778,,Giải Độc Đắc,OOOOO|O,,,0,7608510000
00778,,Giải Nhất,OOOOO,,,0,10000000
00778,,Giải Nhì,OOOO|O,,,5,5000000
00778,,Giải Ba,OOOO,,,98,500000
00778,,Giải Tư,OOO|O,,,259,100000
00778,,Giải Năm,OOO,,,2998,30000
00778,,Giải Khuyến Khích,OO|O/O|O/O,,,19077,10000
00777,,Giải Độc Đắc,OOOOO|O,,,0,7375577500
00777,,Giải Nhất,OOOOO,,,0,10000000
00777,,Giải Nhì,OOOO|O,,,6,5000000
00777,,Giải Ba,OOOO,,,65,500000
00777,,Giải Tư,OOO|O,,,203,100000
00777,,Giải Năm,OOO,,,2090,30000
00777,,Giải Khuyến Khích,OO|O/O|O/O,,,15265,10000
00776,,Giải Độc Đắc,OOOOO|O,,,0,7235797500
00776,,Giải Nhất,OOOOO,,,0,10000000
00776,,Giải Nhì,OOOO|O,,,15,5000000
00776,,Giải Ba,OOOO,,,106,500000
00776,,Giải Tư,OOO|O,,,410,100000
00776,,Giải Năm,OOO,,,3083,30000
00776,,Giải Khuyến Khích,OO|O/O|O/O,,,25985,10000
00775,,Giải Độc Đắc,OOOOO|O,,,0,7136920000
00775,,Giải Nhất,OOOOO,,,0,10000000
00775,,Giải Nhì,OOOO|O,,,3,5000000
00775,,Giải Ba,OOOO,,,60,500000
00775,,Giải Tư,OOO|O,,,115,100000
00775,,Giải Năm,OOO,,,1802,30000
00775,,Giải Khuyến Khích,OO|O/O|O/O,,,10459,10000
00774,,Giải Độc Đắc,OOOOO|O,,,0,6948692500
00774,,Giải Nhất,OOOOO,,,1,10000000
00774,,Giải Nhì,OOOO|O,,,9,5000000
00774,,Giải Ba,OOOO,,,85,500000
00774,,Giải Tư,OOO|O,,,256,100000
00774,,Giải Năm,OOO,,,3021,30000
00774,,Giải Khuyến Khích,OO|O/O|O/O,,,22028,10000
00773,,Giải Độc Đắc,OOOOO|O,,,0,6751232500
00773,,Giải Nhất,OOOOO,,,0,10000000
00773,,Giải Nhì,OOOO|O,,,3,5000000
00773,,Giải Ba,OOOO,,,68,500000
00773,,Giải Tư,OOO|O,,,186,100000
00773,,Giải Năm,OOO,,,1828,30000
00773,,Giải Khuyến Khích,OO|O/O|O/O,,,15473,10000
00772,,Giải Độc Đắc,OOOOO|O,,,0,6644892500
00772,,Giải Nhất,OOOOO,,,0,10000000
00772,,Giải Nhì,OOOO|O,,,5,5000000
00772,,Giải Ba,OOOO,,,79,500000
00772,,Giải Tư,OOO|O,,,185,100000
00772,,Giải Năm,OOO,,,2409,30000
00772,,Giải Khuyến Khích,OO|O/O|O/O,,,17272,10000
00771,,Giải Độc Đắc,OOOOO|O,,,0,6485587500
00771,,Giải Nhất,OOOOO,,,1,10000000
00771,,Giải Nhì,OOOO|O,,,3,5000000
00771,,Giải Ba,OOOO,,,90,500000
00771,,Giải Tư,OOO|O,,,252,100000
00771,,Giải Năm,OOO,,,2022,30000
00771,,Giải Khuyến Khích,OO|O/O|O/O,,,12759,10000
00770,,Giải Độc Đắc,OOOOO|O,,,0,6434147500
00770,,Giải Nhất,OOOOO,,,0,10000000
00770,,Giải Nhì,OOOO|O,,,10,5000000
00770,,Giải Ba,OOOO,,,81,500000
00770,,Giải Tư,OOO|O,,,138,100000
00770,,Giải Năm,OOO,,,2150,30000
00770,,Giải Khuyến Khích,OO|O/O|O/O,,,11103,10000
00769,,Giải Độc Đắc,OOOOO|O,,,0,6258607500
00769,,Giải Nhất,OOOOO,,,1,10000000
00769,,Giải Nhì,OOOO|O,,,8,5000000
00769,,Giải Ba,OOOO,,,47,500000
00769,,Giải Tư,OOO|O,,,160,100000
00769,,Giải Năm,OOO,,,1452,30000
00769,,Giải Khuyến Khích,OO|O/O|O/O,,,10836,10000
00768,,Giải Độc Đắc,OOOOO|O,,,0,6168577500
00768,,Giải Nhất,OOOOO,,,0,10000000
00768,,Giải Nhì,OOOO|O,,,5,5000000
00768,,Giải Ba,OOOO,,,71,500000
00768,,Giải Tư,OOO|O,,,137,100000
00768,,Giải Năm,OOO,,,2124,30000
00768,,Giải Khuyến Khích,OO|O/O|O/O,,,11810,10000
00767,,Giải Độc Đắc,OOOOO|O,,,1,6073947500
00767,,Giải Nhất,OOOOO,,,0,10000000
00767,,Giải Nhì,OOOO|O,,,4,5000000
00767,,Giải Ba,OOOO,,,38,500000
00767,,Giải Tư,OOO|O,,,170,100000
00767,,Giải Năm,OOO,,,1535,30000
00767,,Giải Khuyến Khích,OO|O/O|O/O,,,12944,10000
00766,,Giải Độc Đắc,OOOOO|O,,,1,8205347500
00766,,Giải Nhất,OOOOO,,,0,10000000
00766,,Giải Nhì,OOOO|O,,,5,5000000
00766,,Giải Ba,OOOO,,,93,500000
00766,,Giải Tư,OOO|O,,,219,100000
00766,,Giải Năm,OOO,,,2945,30000
00766,,Giải Khuyến Khích,OO|O/O|O/O,,,19949,10000
00765,,Giải Độc Đắc,OOOOO|O,,,0,7977800000
00765,,Giải Nhất,OOOOO,,,0,10000000
00765,,Giải Nhì,OOOO|O,,,4,5000000
00765,,Giải Ba,OOOO,,,67,500000
00765,,Giải Tư,OOO|O,,,222,100000
00765,,Giải Năm,OOO,,,2080,30000
00765,,Giải Khuyến Khích,OO|O/O|O/O,,,16230,10000
00764,,Giải Độc Đắc,OOOOO|O,,,0,7847895000
00764,,Giải Nhất,OOOOO,,,1,10000000
00764,,Giải Nhì,OOOO|O,,,13,5000000
00764,,Giải Ba,OOOO,,,118,500000
00764,,Giải Tư,OOO|O,,,279,100000
00764,,Giải Năm,OOO,,,3032,30000
00764,,Giải Khuyến Khích,OO|O/O|O/O,,,20720,10000
00763,,Giải Độc Đắc,OOOOO|O,,,0,7691107500
00763,,Giải Nhất,OOOOO,,,0,10000000
00763,,Giải Nhì,OOOO|O,,,4,5000000
00763,,Giải Ba,OOOO,,,75,500000
00763,,Giải Tư,OOO|O,,,252,100000
00763,,Giải Năm,OOO,,,1858,30000
00763,,Giải Khuyến Khích,OO|O/O|O/O,,,19168,10000
00762,,Giải Độc Đắc,OOOOO|O,,,0,7594907500
00762,,Giải Nhất,OOOOO,,,1,10000000
00762,,Giải Nhì,OOOO|O,,,7,5000000
00762,,Giải Ba,OOOO,,,115,500000
00762,,Giải Tư,OOO|O,,,367,100000
00762,,Giải Năm,OOO,,,3449,30000
00762,,Giải Khuyến Khích,OO|O/O|O/O,,,21662,10000
00761,,Giải Độc Đắc,OOOOO|O,,,0,7420910000
00761,,Giải Nhất,OOOOO,,,0,10000000
00761,,Giải Nhì,OOOO|O,,,9,5000000
00761,,Giải Ba,OOOO,,,73,500000
00761,,Giải Tư,OOO|O,,,222,100000
00761,,Giải Năm,OOO,,,1863,30000
00761,,Giải Khuyến Khích,OO|O/O|O/O,,,16651,10000
00760,,Giải Độc Đắc,OOOOO|O,,,0,7302447500
00760,,Giải Nhất,OOOOO,,,1,10000000
00760,,Giải Nhì,OOOO|O,,,9,5000000
00760,,Giải Ba,OOOO,,,109,500000
00760,,Giải Tư,OOO|O,,,350,100000
00760,,Giải Năm,OOO,,,3543,30000
00760,,Giải Khuyến Khích,OO|O/O|O/O,,,23707,10000
00759,,Giải Độc Đắc,OOOOO|O,,,0,7127737500
00759,,Giải Nhất,OOOOO,,,0,10000000
00759,,Giải Nhì,OOOO|O,,,7,5000000
00759,,Giải Ba,OOOO,,,75,500000
00759,,Giải Tư,OOO|O,,,268,100000
00759,,Giải Năm,OOO,,,2120,30000
00759,,Giải Khuyến Khích,OO|O/O|O/O,,,16413,10000
00758,,Giải Độc Đắc,OOOOO|O,,,0,7036960000
00758,,Giải Nhất,OOOOO,,,0,10000000
00758,,Giải Nhì,OOOO|O,,,3,5000000
00758,,Giải Ba,OOOO,,,71,500000
00758,,Giải Tư,OOO|O,,,191,100000
00758,,Giải Năm,OOO,,,2303,30000
00758,,Giải Khuyến Khích,OO|O/O|O/O,,,13623,10000
00757,,Giải Độc Đắc,OOOOO|O,,,0,6804070000
00757,,Giải Nhất,OOOOO,,,0,10000000
00757,,Giải Nhì,OOOO|O,,,1,5000000
00757,,Giải Ba,OOOO,,,47,500000
00757,,Giải Tư,OOO|O,,,137,100000
00757,,Giải Năm,OOO,,,1589,30000
00757,,Giải Khuyến Khích,OO|O/O|O/O,,,10747,10000
00756,,Giải Độc Đắc,OOOOO|O,,,0,6652382500
00756,,Giải Nhất,OOOOO,,,0,10000000
00756,,Giải Nhì,OOOO|O,,,2,5000000
00756,,Giải Ba,OOOO,,,64,500000
00756,,Giải Tư,OOO|O,,,196,100000
00756,,Giải Năm,OOO,,,2051,30000
00756,,Giải Khuyến Khích,OO|O/O|O/O,,,18000,10000
00755,,Giải Độc Đắc,OOOOO|O,,,0,6491897500
00755,,Giải Nhất,OOOOO,,,1,10000000
00755,,Giải Nhì,OOOO|O,,,6,5000000
00755,,Giải Ba,OOOO,,,72,500000
00755,,Giải Tư,OOO|O,,,165,100000
00755,,Giải Năm,OOO,,,1529,30000
00755,,Giải Khuyến Khích,OO|O/O|O/O,,,12911,10000
00754,,Giải Độc Đắc,OOOOO|O,,,0,6442542500
00754,,Giải Nhất,OOOOO,,,1,10000000
00754,,Giải Nhì,OOOO|O,,,10,5000000
00754,,Giải Ba,OOOO,,,106,500000
00754,,Giải Tư,OOO|O,,,194,100000
00754,,Giải Năm,OOO,,,2459,30000
00754,,Giải Khuyến Khích,OO|O/O|O/O,,,12118,10000
00753,,Giải Độc Đắc,OOOOO|O,,,0,6317747500
00753,,Giải Nhất,OOOOO,,,0,10000000
00753,,Giải Nhì,OOOO|O,,,9,5000000
00753,,Giải Ba,OOOO,,,26,500000
00753,,Giải Tư,OOO|O,,,134,100000
00753,,Giải Năm,OOO,,,1444,30000
00753,,Giải Khuyến Khích,OO|O/O|O/O,,,11339,10000
00752,,Giải Độc Đắc,OOOOO|O,,,0,6231022500
00752,,Giải Nhất,OOOOO,,,1,10000000
00752,,Giải Nhì,OOOO|O,,,3,5000000
00752,,Giải Ba,OOOO,,,80,500000
00752,,Giải Tư,OOO|O,,,170,100000
00752,,Giải Năm,OOO,,,2154,30000
00752,,Giải Khuyến Khích,OO|O/O|O/O,,,12484,10000
00751,,Giải Độc Đắc,OOOOO|O,,,0,6088615000
00751,,Giải Nhất,OOOOO,,,0,10000000
00751,,Giải Nhì,OOOO|O,,,8,5000000
00751,,Giải Ba,OOOO,,,58,500000
00751,,Giải Tư,OOO|O,,,106,100000
00751,,Giải Năm,OOO,,,1459,30000
00751,,Giải Khuyến Khích,OO|O/O|O/O,,,6449,10000
00750,,Giải Độc Đắc,OOOOO|O,,,1,7269262500
00750,,Giải Nhất,OOOOO,,,1,10000000
00750,,Giải Nhì,OOOO|O,,,2,5000000
00750,,Giải Ba,OOOO,,,75,500000
00750,,Giải Tư,OOO|O,,,235,100000
00750,,Giải Năm,OOO,,,2776,30000
00750,,Giải Khuyến Khích,OO|O/O|O/O,,,17987,10000
00749,,Giải Độc Đắc,OOOOO|O,,,0,7085537500
00749,,Giải Nhất,OOOOO,,,0,10000000
00749,,Giải Nhì,OOOO|O,,,10,5000000
00749,,Giải Ba,OOOO,,,64,500000
00749,,Giải Tư,OOO|O,,,243,100000
00749,,Giải Năm,OOO,,,1923,30000
00749,,Giải Khuyến Khích,OO|O/O|O/O,,,14643,10000
00748,,Giải Độc Đắc,OOOOO|O,,,0,7022357500
00748,,Giải Nhất,OOOOO,,,1,10000000
