draw_id,play,tier,pattern,numbers,note,winners,value
01329,,Jackpot 1,OOOOOO,,,0,71632884900
01329,,Jackpot 2,OOOOO|O,,,0,3950538950
01329,,Giải Nhất,OOOOO,,,10,40000000
01329,,Giải Nhì,OOOO,,,864,500000
01329,,Giải Ba,OOO,,,18362,50000
01328,,Jackpot 1,OOOOOO,,,0,65696235150
01328,,Jackpot 2,OOOOO|O,,,0,3290911200
01328,,Giải Nhất,OOOOO,,,14,40000000
01328,,Giải Nhì,OOOO,,,956,500000
01328,,Giải Ba,OOO,,,20180,50000
01327,,Jackpot 1,OOOOOO,,,0,63078034350
01327,,Jackpot 2,OOOOO|O,,,1,5085578850
01327,,Giải Nhất,OOOOO,,,7,40000000
01327,,Giải Nhì,OOOO,,,734,500000
01327,,Giải Ba,OOO,,,15550,50000
01326,,Jackpot 1,OOOOOO,,,0,59876080950
01326,,Jackpot 2,OOOOO|O,,,0,4729806250
01326,,Giải Nhất,OOOOO,,,17,40000000
01326,,Giải Nhì,OOOO,,,884,500000
01326,,Giải Ba,OOO,,,20569,50000
01325,,Jackpot 1,OOOOOO,,,0,56950796550
01325,,Jackpot 2,OOOOO|O,,,0,4404774650
01325,,Giải Nhất,OOOOO,,,20,40000000
01325,,Giải Nhì,OOOO,,,981,500000
01325,,Giải Ba,OOO,,,19351,50000
01324,,Jackpot 1,OOOOOO,,,0,54630878700
01324,,Jackpot 2,OOOOO|O,,,0,4147006000
01324,,Giải Nhất,OOOOO,,,13,40000000
01324,,Giải Nhì,OOOO,,,874,500000
01324,,Giải Ba,OOO,,,19645,50000
01323,,Jackpot 1,OOOOOO,,,0,52121608950
01323,,Jackpot 2,OOOOO|O,,,0,3868198250
01323,,Giải Nhất,OOOOO,,,16,40000000
01323,,Giải Nhì,OOOO,,,1096,500000
01323,,Giải Ba,OOO,,,21600,50000
01322,,Jackpot 1,OOOOOO,,,0,49486876500
01322,,Jackpot 2,OOOOO|O,,,0,3575450200
01322,,Giải Nhất,OOOOO,,,12,40000000
01322,,Giải Nhì,OOOO,,,614,500000
01322,,Giải Ba,OOO,,,12732,50000
01321,,Jackpot 1,OOOOOO,,,0,46605747450
01321,,Jackpot 2,OOOOO|O,,,0,3255324750
01321,,Giải Nhất,OOOOO,,,18,40000000
01321,,Giải Nhì,OOOO,,,939,500000
01321,,Giải Ba,OOO,,,19049,50000
01320,,Jackpot 1,OOOOOO,,,0,44307824700
01320,,Jackpot 2,OOOOO|O,,,1,11078842550
01320,,Giải Nhất,OOOOO,,,14,40000000
01320,,Giải Nhì,OOOO,,,1023,500000
01320,,Giải Ba,OOO,,,19932,50000
01319,,Jackpot 1,OOOOOO,,,0,41134772100
01319,,Jackpot 2,OOOOO|O,,,0,10726281150
