draw_id,play,tier,pattern,numbers,note,winners,value
00741,d6,Giải Nhất,,305 954 862 717,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số,1,30000000
00741,d6,Giải Nhì,,524 770 291 177 670 258,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba số,7,10000000
00741,d6,Giải Ba,,236 337 660 882 234 990 932 512,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số,7,4000000
00741,d6,Giải tư,,483 025 305 954 862 717 524 770 291 177 670 258 236 337 660 882 234 990 932 512,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số,36,1000000
00741,d6,Giải năm,,483 025,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số,493,100000
00741,d6,Giải sáu,,305 954 862 717 524 770 291 177 670 258 236 337 660 882 234 990 932 512,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số,5596,40000
00740,d6,Giải Đặc biệt,,307 449,,0,2000000000
00740,d6,Giải phụ Đặc biệt,,449 307,,0,400000000
00740,d6,Giải Nhất,,312 097 756 585,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số,2,30000000
00740,d6,Giải Nhì,,958 008 795 713 998 953,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba số,4,10000000
00740,d6,Giải Ba,,849 207 137 038 017 198 436 401,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số,5,4000000
00740,d6,Giải tư,,307 449 312 097 756 585 958 008 795 713 998 953 849 207 137 038 017 198 436 401,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số,64,1000000
00740,d6,Giải năm,,307 449,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số,573,100000
00740,d6,Giải sáu,,312 097 756 585 958 008 795 713 998 953 849 207 137 038 017 198 436 401,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số,5021,40000
00739,d6,Giải Đặc biệt,,615 771,,0,2000000000
00739,d6,Giải phụ Đặc biệt,,771 615,,0,400000000
00739,d6,Giải Nhất,,283 920 609 721,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số,0,30000000
00739,d6,Giải Nhì,,072 112 568 418 907 134,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba số,7,10000000
00739,d6,Giải Ba,,436 941 768 051 598 502 862 382,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số,12,4000000
00739,d6,Giải tư,,615 771 283 920 609 721 072 112 568 418 907 134 436 941 768 051 598 502 862 382,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số,47,1000000
00739,d6,Giải năm,,615 771,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số,647,100000
00739,d6,Giải sáu,,283 920 609 721 072 112 568 418 907 134 436 941 768 051 598 502 862 382,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số,5493,40000
00738,d6,Giải Đặc biệt,,781 873,,0,2000000000
00738,d6,Giải phụ Đặc biệt,,873 781,,0,400000000
00738,d6,Giải Nhất,,365 615 279 858,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số,0,30000000
00738,d6,Giải Nhì,,412 970 250 295 053 420,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba số,1,10000000
00738,d6,Giải Ba,,167 440 022 541 868 621 917 570,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số,7,4000000
00738,d6,Giải tư,,781 873 365 615 279 858 412 970 250 295 053 420 167 440 022 541 868 621 917 570,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số,54,1000000
00738,d6,Giải năm,,781 873,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số,455,100000
00738,d6,Giải sáu,,365 615 279 858 412 970 250 295 053 420 167 440 022 541 868 621 917 570,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số,5381,40000
00737,d6,Giải Đặc biệt,,945 360,,0,2000000000
00737,d6,Giải phụ Đặc biệt,,360 945,,0,400000000
