draw_id,date,prize,number,slot
01118,2026-08-12,Giải ba,429,0
01118,2026-08-12,Giải ba,508,1
01118,2026-08-12,Giải ba,492,2
01118,2026-08-12,Giải ba,559,3
01118,2026-08-12,Giải ba,500,4
01118,2026-08-12,Giải ba,520,5
01118,2026-08-12,Giải ba,306,6
01118,2026-08-12,Giải ba,095,7
01118,2026-08-12,Giải Đặc biệt,984,0
01118,2026-08-12,Giải Đặc biệt,935,1
01118,2026-08-12,Giải Nhất,839,0
01118,2026-08-12,Giải Nhất,402,1
01118,2026-08-12,Giải Nhất,801,2
01118,2026-08-12,Giải Nhất,791,3
01118,2026-08-12,Giải Nhì,884,0
01118,2026-08-12,Giải Nhì,475,1
01118,2026-08-12,Giải Nhì,732,2
01118,2026-08-12,Giải Nhì,530,3
01118,2026-08-12,Giải Nhì,960,4
01118,2026-08-12,Giải Nhì,080,5
01117,2026-08-10,Giải ba,688,0
01117,2026-08-10,Giải ba,958,1
01117,2026-08-10,Giải ba,824,2
01117,2026-08-10,Giải ba,281,3
01117,2026-08-10,Giải ba,244,4
01117,2026-08-10,Giải ba,457,5
01117,2026-08-10,Giải ba,998,6
01117,2026-08-10,Giải ba,375,7
01117,2026-08-10,Giải Đặc biệt,476,0
01117,2026-08-10,Giải Đặc biệt,882,1
01117,2026-08-10,Giải Nhất,305,0
01117,2026-08-10,Giải Nhất,356,1
01117,2026-08-10,Giải Nhất,808,2
01117,2026-08-10,Giải Nhất,673,3
01117,2026-08-10,Giải Nhì,263,0
01117,2026-08-10,Giải Nhì,148,1
01117,2026-08-10,Giải Nhì,681,2
01117,2026-08-10,Giải Nhì,621,3
01117,2026-08-10,Giải Nhì,545,4
01117,2026-08-10,Giải Nhì,157,5
01116,2026-08-07,Giải ba,769,0
01116,2026-08-07,Giải ba,474,1
01116,2026-08-07,Giải ba,690,2
01116,2026-08-07,Giải ba,063,3
01116,2026-08-07,Giải ba,842,4
01116,2026-08-07,Giải ba,605,5
01116,2026-08-07,Giải ba,527,6
01116,2026-08-07,Giải ba,586,7
01116,2026-08-07,Giải Đặc biệt,464,0
01116,2026-08-07,Giải Đặc biệt,547,1
01116,2026-08-07,Giải Nhất,914,0
01116,2026-08-07,Giải Nhất,859,1
01116,2026-08-07,Giải Nhất,027,2
01116,2026-08-07,Giải Nhất,270,3
01116,2026-08-07,Giải Nhì,055,0
01116,2026-08-07,Giải Nhì,574,1
01116,2026-08-07,Giải Nhì,128,2
01116,2026-08-07,Giải Nhì,587,3
01116,2026-08-07,Giải Nhì,373,4
01116,2026-08-07,Giải Nhì,702,5
01115,2026-08-05,Giải ba,062,0
01115,2026-08-05,Giải ba,017,1
01115,2026-08-05,Giải ba,296,2
01115,2026-08-05,Giải ba,009,3
01115,2026-08-05,Giải ba,702,4
01115,2026-08-05,Giải ba,723,5
01115,2026-08-05,Giải ba,064,6
01115,2026-08-05,Giải ba,593,7
01115,2026-08-05,Giải Đặc biệt,302,0
01115,2026-08-05,Giải Đặc biệt,386,1
01115,2026-08-05,Giải Nhất,681,0
01115,2026-08-05,Giải Nhất,273,1
01115,2026-08-05,Giải Nhất,031,2
01115,2026-08-05,Giải Nhất,990,3
01115,2026-08-05,Giải Nhì,333,0
01115,2026-08-05,Giải Nhì,029,1
01115,2026-08-05,Giải Nhì,893,2
01115,2026-08-05,Giải Nhì,508,3
01115,2026-08-05,Giải Nhì,137,4
01115,2026-08-05,Giải Nhì,300,5
01114,2026-08-03,Giải ba,845,0
01114,2026-08-03,Giải ba,548,1
01114,2026-08-03,Giải ba,123,2
01114,2026-08-03,Giải ba,502,3
01114,2026-08-03,Giải ba,052,4
01114,2026-08-03,Giải ba,124,5
01114,2026-08-03,Giải ba,635,6
01114,2026-08-03,Giải ba,850,7
01114,2026-08-03,Giải Đặc biệt,268,0
01114,2026-08-03,Giải Đặc biệt,568,1
01114,2026-08-03,Giải Nhất,351,0
01114,2026-08-03,Giải Nhất,979,1
01114,2026-08-03,Giải Nhất,231,2
01114,2026-08-03,Giải Nhất,691,3
01114,2026-08-03,Giải Nhì,973,0
01114,2026-08-03,Giải Nhì,102,1
01114,2026-08-03,Giải Nhì,063,2
01114,2026-08-03,Giải Nhì,537,3
01114,2026-08-03,Giải Nhì,359,4
01114,2026-08-03,Giải Nhì,727,5
01113,2026-07-31,Giải ba,819,0
01113,2026-07-31,Giải ba,172,1
01113,2026-07-31,Giải ba,783,2
01113,2026-07-31,Giải ba,083,3
01113,2026-07-31,Giải ba,200,4
01113,2026-07-31,Giải ba,549,5
01113,2026-07-31,Giải ba,803,6
01113,2026-07-31,Giải ba,223,7
01113,2026-07-31,Giải Đặc biệt,133,0
01113,2026-07-31,Giải Đặc biệt,706,1
01113,2026-07-31,Giải Nhất,413,0
01113,2026-07-31,Giải Nhất,123,1
01113,2026-07-31,Giải Nhất,179,2
01113,2026-07-31,Giải Nhất,393,3
01113,2026-07-31,Giải Nhì,752,0
01113,2026-07-31,Giải Nhì,873,1
01113,2026-07-31,Giải Nhì,003,2
01113,2026-07-31,Giải Nhì,589,3
01113,2026-07-31,Giải Nhì,746,4
01113,2026-07-31,Giải Nhì,083,5
01112,2026-07-29,Giải ba,323,0
01112,2026-07-29,Giải ba,893,1
01112,2026-07-29,Giải ba,626,2
01112,2026-07-29,Giải ba,896,3
01112,2026-07-29,Giải ba,393,4
01112,2026-07-29,Giải ba,560,5
01112,2026-07-29,Giải ba,523,6
01112,2026-07-29,Giải ba,768,7
01112,2026-07-29,Giải Đặc biệt,984,0
01112,2026-07-29,Giải Đặc biệt,633,1
01112,2026-07-29,Giải Nhất,411,0
01112,2026-07-29,Giải Nhất,316,1
01112,2026-07-29,Giải Nhất,354,2
01112,2026-07-29,Giải Nhất,883,3
01112,2026-07-29,Giải Nhì,074,0
01112,2026-07-29,Giải Nhì,485,1
01112,2026-07-29,Giải Nhì,381,2
01112,2026-07-29,Giải Nhì,512,3
01112,2026-07-29,Giải Nhì,926,4
01112,2026-07-29,Giải Nhì,446,5
01111,2026-07-27,Giải ba,683,0
01111,2026-07-27,Giải ba,145,1
01111,2026-07-27,Giải ba,801,2
01111,2026-07-27,Giải ba,890,3
01111,2026-07-27,Giải ba,949,4
01111,2026-07-27,Giải ba,755,5
01111,2026-07-27,Giải ba,255,6
01111,2026-07-27,Giải ba,927,7
01111,2026-07-27,Giải Đặc biệt,366,0
01111,2026-07-27,Giải Đặc biệt,681,1
01111,2026-07-27,Giải Nhất,853,0
01111,2026-07-27,Giải Nhất,988,1
01111,2026-07-27,Giải Nhất,718,2
01111,2026-07-27,Giải Nhất,792,3
01111,2026-07-27,Giải Nhì,336,0
01111,2026-07-27,Giải Nhì,795,1
01111,2026-07-27,Giải Nhì,313,2
01111,2026-07-27,Giải Nhì,093,3
01111,2026-07-27,Giải Nhì,523,4
01111,2026-07-27,Giải Nhì,707,5
01110,2026-07-24,Giải ba,414,0
01110,2026-07-24,Giải ba,298,1
01110,2026-07-24,Giải ba,271,2
01110,2026-07-24,Giải ba,697,3
01110,2026-07-24,Giải ba,506,4
01110,2026-07-24,Giải ba,443,5
01110,2026-07-24,Giải ba,807,6
01110,2026-07-24,Giải ba,425,7
01110,2026-07-24,Giải Đặc biệt,516,0
01110,2026-07-24,Giải Đặc biệt,215,1
01110,2026-07-24,Giải Nhất,571,0
01110,2026-07-24,Giải Nhất,229,1
01110,2026-07-24,Giải Nhất,071,2
01110,2026-07-24,Giải Nhất,587,3
01110,2026-07-24,Giải Nhì,927,0
01110,2026-07-24,Giải Nhì,964,1
01110,2026-07-24,Giải Nhì,750,2
01110,2026-07-24,Giải Nhì,346,3
01110,2026-07-24,Giải Nhì,093,4
01110,2026-07-24,Giải Nhì,860,5
01109,2026-07-22,Giải ba,763,0
01109,2026-07-22,Giải ba,923,1
01109,2026-07-22,Giải ba,832,2
01109,2026-07-22,Giải ba,681,3
01109,2026-07-22,Giải ba,993,4
01109,2026-07-22,Giải ba,884,5
01109,2026-07-22,Giải ba,484,6
01109,2026-07-22,Giải ba,073,7
01109,2026-07-22,Giải Đặc biệt,367,0
01109,2026-07-22,Giải Đặc biệt,929,1
01109,2026-07-22,Giải Nhất,605,0
01109,2026-07-22,Giải Nhất,171,1
01109,2026-07-22,Giải Nhất,047,2
01109,2026-07-22,Giải Nhất,514,3
01109,2026-07-22,Giải Nhì,336,0
01109,2026-07-22,Giải Nhì,805,1
01109,2026-07-22,Giải Nhì,833,2
01109,2026-07-22,Giải Nhì,216,3
01109,2026-07-22,Giải Nhì,871,4
01109,2026-07-22,Giải Nhì,947,5
01108,2026-07-20,Giải ba,096,0
01108,2026-07-20,Giải ba,360,1
01108,2026-07-20,Giải ba,113,2
01108,2026-07-20,Giải ba,844,3
01108,2026-07-20,Giải ba,308,4
01108,2026-07-20,Giải ba,175,5
01108,2026-07-20,Giải ba,735,6
01108,2026-07-20,Giải ba,076,7
01108,2026-07-20,Giải Đặc biệt,832,0
01108,2026-07-20,Giải Đặc biệt,317,1
01108,2026-07-20,Giải Nhất,274,0
01108,2026-07-20,Giải Nhất,838,1
01108,2026-07-20,Giải Nhất,247,2
01108,2026-07-20,Giải Nhất,389,3
01108,2026-07-20,Giải Nhì,844,0
01108,2026-07-20,Giải Nhì,440,1
01108,2026-07-20,Giải Nhì,925,2
01108,2026-07-20,Giải Nhì,649,3
01108,2026-07-20,Giải Nhì,693,4
01108,2026-07-20,Giải Nhì,194,5
01107,2026-07-17,Giải ba,323,0
01107,2026-07-17,Giải ba,723,1
01107,2026-07-17,Giải ba,277,2
01107,2026-07-17,Giải ba,958,3
01107,2026-07-17,Giải ba,683,4
01107,2026-07-17,Giải ba,695,5
01107,2026-07-17,Giải ba,081,6
01107,2026-07-17,Giải ba,974,7
01107,2026-07-17,Giải Đặc biệt,512,0
01107,2026-07-17,Giải Đặc biệt,809,1
01107,2026-07-17,Giải Nhất,211,0
01107,2026-07-17,Giải Nhất,655,1
01107,2026-07-17,Giải Nhất,846,2
01107,2026-07-17,Giải Nhất,502,3
01107,2026-07-17,Giải Nhì,072,0
01107,2026-07-17,Giải Nhì,837,1
01107,2026-07-17,Giải Nhì,064,2
01107,2026-07-17,Giải Nhì,238,3
01107,2026-07-17,Giải Nhì,720,4
01107,2026-07-17,Giải Nhì,471,5
01106,2026-07-15,Giải ba,679,0
01106,2026-07-15,Giải ba,104,1
01106,2026-07-15,Giải ba,293,2
01106,2026-07-15,Giải ba,160,3
01106,2026-07-15,Giải ba,979,4
01106,2026-07-15,Giải ba,355,5
01106,2026-07-15,Giải ba,166,6
01106,2026-07-15,Giải ba,732,7
01106,2026-07-15,Giải Đặc biệt,883,0
01106,2026-07-15,Giải Đặc biệt,909,1
01106,2026-07-15,Giải Nhất,045,0
01106,2026-07-15,Giải Nhất,110,1
01106,2026-07-15,Giải Nhất,391,2
01106,2026-07-15,Giải Nhất,595,3
01106,2026-07-15,Giải Nhì,274,0
01106,2026-07-15,Giải Nhì,440,1
01106,2026-07-15,Giải Nhì,644,2
01106,2026-07-15,Giải Nhì,813,3
01106,2026-07-15,Giải Nhì,944,4
01106,2026-07-15,Giải Nhì,202,5
01105,2026-07-13,Giải ba,120,0
01105,2026-07-13,Giải ba,594,1
01105,2026-07-13,Giải ba,588,2
01105,2026-07-13,Giải ba,625,3
01105,2026-07-13,Giải ba,594,4
01105,2026-07-13,Giải ba,308,5
01105,2026-07-13,Giải ba,275,6
01105,2026-07-13,Giải ba,097,7
01105,2026-07-13,Giải Đặc biệt,966,0
01105,2026-07-13,Giải Đặc biệt,541,1
01105,2026-07-13,Giải Nhất,591,0
01105,2026-07-13,Giải Nhất,545,1
01105,2026-07-13,Giải Nhất,014,2
01105,2026-07-13,Giải Nhất,824,3
01105,2026-07-13,Giải Nhì,587,0
01105,2026-07-13,Giải Nhì,271,1
01105,2026-07-13,Giải Nhì,264,2
01105,2026-07-13,Giải Nhì,868,3
01105,2026-07-13,Giải Nhì,688,4
01105,2026-07-13,Giải Nhì,617,5
01104,2026-07-10,Giải ba,001,0
01104,2026-07-10,Giải ba,164,1
01104,2026-07-10,Giải ba,483,2
01104,2026-07-10,Giải ba,029,3
01104,2026-07-10,Giải ba,309,4
01104,2026-07-10,Giải ba,790,5
01104,2026-07-10,Giải ba,619,6
01104,2026-07-10,Giải ba,520,7
01104,2026-07-10,Giải Đặc biệt,985,0
01104,2026-07-10,Giải Đặc biệt,747,1
01104,2026-07-10,Giải Nhất,207,0
01104,2026-07-10,Giải Nhất,165,1
01104,2026-07-10,Giải Nhất,560,2
01104,2026-07-10,Giải Nhất,896,3
01104,2026-07-10,Giải Nhì,006,0
01104,2026-07-10,Giải Nhì,862,1
01104,2026-07-10,Giải Nhì,306,2
01104,2026-07-10,Giải Nhì,216,3
01104,2026-07-10,Giải Nhì,371,4
01104,2026-07-10,Giải Nhì,780,5
01103,2026-07-08,Giải ba,026,0
01103,2026-07-08,Giải ba,954,1
01103,2026-07-08,Giải ba,471,2
01103,2026-07-08,Giải ba,341,3
01103,2026-07-08,Giải ba,346,4
01103,2026-07-08,Giải ba,583,5
01103,2026-07-08,Giải ba,423,6
01103,2026-07-08,Giải ba,489,7
01103,2026-07-08,Giải Đặc biệt,123,0
01103,2026-07-08,Giải Đặc biệt,481,1
01103,2026-07-08,Giải Nhất,548,0
01103,2026-07-08,Giải Nhất,708,1
01103,2026-07-08,Giải Nhất,448,2
01103,2026-07-08,Giải Nhất,140,3
01103,2026-07-08,Giải Nhì,840,0
01103,2026-07-08,Giải Nhì,926,1
01103,2026-07-08,Giải Nhì,851,2
01103,2026-07-08,Giải Nhì,595,3
01103,2026-07-08,Giải Nhì,797,4
01103,2026-07-08,Giải Nhì,721,5
01102,2026-07-06,Giải ba,923,0
01102,2026-07-06,Giải ba,837,1
01102,2026-07-06,Giải ba,523,2
01102,2026-07-06,Giải ba,539,3
01102,2026-07-06,Giải ba,486,4
01102,2026-07-06,Giải ba,047,5
01102,2026-07-06,Giải ba,769,6
01102,2026-07-06,Giải ba,192,7
01102,2026-07-06,Giải Đặc biệt,918,0
01102,2026-07-06,Giải Đặc biệt,406,1
01102,2026-07-06,Giải Nhất,381,0
01102,2026-07-06,Giải Nhất,944,1
01102,2026-07-06,Giải Nhất,328,2
01102,2026-07-06,Giải Nhất,111,3
01102,2026-07-06,Giải Nhì,554,0
01102,2026-07-06,Giải Nhì,531,1
01102,2026-07-06,Giải Nhì,998,2
01102,2026-07-06,Giải Nhì,862,3
01102,2026-07-06,Giải Nhì,024,4
01102,2026-07-06,Giải Nhì,059,5
01101,2026-07-03,Giải ba,933,0
01101,2026-07-03,Giải ba,580,1
01101,2026-07-03,Giải ba,836,2
01101,2026-07-03,Giải ba,166,3
01101,2026-07-03,Giải ba,844,4
01101,2026-07-03,Giải ba,193,5
01101,2026-07-03,Giải ba,879,6
01101,2026-07-03,Giải ba,674,7
01101,2026-07-03,Giải Đặc biệt,541,0
01101,2026-07-03,Giải Đặc biệt,263,1
01101,2026-07-03,Giải Nhất,105,0
01101,2026-07-03,Giải Nhất,032,1
01101,2026-07-03,Giải Nhất,115,2
01101,2026-07-03,Giải Nhất,681,3
01101,2026-07-03,Giải Nhì,916,0
01101,2026-07-03,Giải Nhì,915,1
01101,2026-07-03,Giải Nhì,038,2
01101,2026-07-03,Giải Nhì,671,3
01101,2026-07-03,Giải Nhì,169,4
01101,2026-07-03,Giải Nhì,493,5
01100,2026-07-01,Giải ba,338,0
01100,2026-07-01,Giải ba,352,1
01100,2026-07-01,Giải ba,122,2
01100,2026-07-01,Giải ba,543,3
01100,2026-07-01,Giải ba,753,4
01100,2026-07-01,Giải ba,823,5
01100,2026-07-01,Giải ba,172,6
01100,2026-07-01,Giải ba,004,7
01100,2026-07-01,Giải Đặc biệt,318,0
01100,2026-07-01,Giải Đặc biệt,699,1
01100,2026-07-01,Giải Nhất,921,0
01100,2026-07-01,Giải Nhất,166,1
01100,2026-07-01,Giải Nhất,626,2
01100,2026-07-01,Giải Nhất,143,3
01100,2026-07-01,Giải Nhì,153,0
01100,2026-07-01,Giải Nhì,867,1
01100,2026-07-01,Giải Nhì,664,2
01100,2026-07-01,Giải Nhì,726,3
01100,2026-07-01,Giải Nhì,805,4
01100,2026-07-01,Giải Nhì,457,5
01099,2026-06-29,Giải ba,862,0
01099,2026-06-29,Giải ba,493,1
01099,2026-06-29,Giải ba,169,2
01099,2026-06-29,Giải ba,653,3
01099,2026-06-29,Giải ba,534,4
01099,2026-06-29,Giải ba,492,5
01099,2026-06-29,Giải ba,758,6
01099,2026-06-29,Giải ba,762,7
01099,2026-06-29,Giải Đặc biệt,596,0
01099,2026-06-29,Giải Đặc biệt,290,1
01099,2026-06-29,Giải Nhất,317,0
01099,2026-06-29,Giải Nhất,924,1
01099,2026-06-29,Giải Nhất,263,2
01099,2026-06-29,Giải Nhất,128,3
01099,2026-06-29,Giải Nhì,401,0
01099,2026-06-29,Giải Nhì,559,1
01099,2026-06-29,Giải Nhì,767,2
01099,2026-06-29,Giải Nhì,804,3
01099,2026-06-29,Giải Nhì,924,4
01099,2026-06-29,Giải Nhì,957,5
01098,2026-06-26,Giải ba,337,0
01098,2026-06-26,Giải ba,129,1
01098,2026-06-26,Giải ba,323,2
01098,2026-06-26,Giải ba,911,3
01098,2026-06-26,Giải ba,611,4
01098,2026-06-26,Giải ba,943,5
01098,2026-06-26,Giải ba,110,6
01098,2026-06-26,Giải ba,636,7
01098,2026-06-26,Giải Đặc biệt,076,0
01098,2026-06-26,Giải Đặc biệt,648,1
01098,2026-06-26,Giải Nhất,945,0
01098,2026-06-26,Giải Nhất,570,1
01098,2026-06-26,Giải Nhất,627,2
01098,2026-06-26,Giải Nhất,387,3
01098,2026-06-26,Giải Nhì,322,0
01098,2026-06-26,Giải Nhì,843,1
01098,2026-06-26,Giải Nhì,496,2
01098,2026-06-26,Giải Nhì,981,3
01098,2026-06-26,Giải Nhì,892,4
01098,2026-06-26,Giải Nhì,617,5
01097,2026-06-24,Giải ba,876,0
01097,2026-06-24,Giải ba,906,1
01097,2026-06-24,Giải ba,305,2
01097,2026-06-24,Giải ba,485,3
01097,2026-06-24,Giải ba,116,4
01097,2026-06-24,Giải ba,889,5
01097,2026-06-24,Giải ba,210,6
01097,2026-06-24,Giải ba,610,7
01097,2026-06-24,Giải Đặc biệt,320,0
01097,2026-06-24,Giải Đặc biệt,508,1
01097,2026-06-24,Giải Nhất,501,0
01097,2026-06-24,Giải Nhất,662,1
01097,2026-06-24,Giải Nhất,571,2
01097,2026-06-24,Giải Nhất,920,3
01097,2026-06-24,Giải Nhì,059,0
01097,2026-06-24,Giải Nhì,510,1
01097,2026-06-24,Giải Nhì,177,2
01097,2026-06-24,Giải Nhì,653,3
01097,2026-06-24,Giải Nhì,259,4
01097,2026-06-24,Giải Nhì,695,5
01096,2026-06-22,Giải ba,374,0
01096,2026-06-22,Giải ba,872,1
01096,2026-06-22,Giải ba,367,2
01096,2026-06-22,Giải ba,249,3
01096,2026-06-22,Giải ba,782,4
01096,2026-06-22,Giải ba,898,5
01096,2026-06-22,Giải ba,906,6
01096,2026-06-22,Giải ba,536,7
01096,2026-06-22,Giải Đặc biệt,196,0
01096,2026-06-22,Giải Đặc biệt,438,1
01096,2026-06-22,Giải Nhất,534,0
01096,2026-06-22,Giải Nhất,772,1
01096,2026-06-22,Giải Nhất,379,2
01096,2026-06-22,Giải Nhất,332,3
01096,2026-06-22,Giải Nhì,813,0
01096,2026-06-22,Giải Nhì,659,1
01096,2026-06-22,Giải Nhì,498,2
01096,2026-06-22,Giải Nhì,848,3
01096,2026-06-22,Giải Nhì,183,4
01096,2026-06-22,Giải Nhì,624,5
01095,2026-06-19,Giải ba,991,0
01095,2026-06-19,Giải ba,018,1
01095,2026-06-19,Giải ba,336,2
01095,2026-06-19,Giải ba,830,3
01095,2026-06-19,Giải ba,234,4
01095,2026-06-19,Giải ba,995,5
01095,2026-06-19,Giải ba,055,6
01095,2026-06-19,Giải ba,298,7
01095,2026-06-19,Giải Đặc biệt,468,0
01095,2026-06-19,Giải Đặc biệt,520,1
01095,2026-06-19,Giải Nhất,476,0
01095,2026-06-19,Giải Nhất,969,1
01095,2026-06-19,Giải Nhất,623,2
01095,2026-06-19,Giải Nhất,027,3
01095,2026-06-19,Giải Nhì,600,0
01095,2026-06-19,Giải Nhì,377,1
01095,2026-06-19,Giải Nhì,913,2
01095,2026-06-19,Giải Nhì,044,3
01095,2026-06-19,Giải Nhì,539,4
01095,2026-06-19,Giải Nhì,907,5
01094,2026-06-17,Giải ba,066,0
01094,2026-06-17,Giải ba,487,1
01094,2026-06-17,Giải ba,702,2
01094,2026-06-17,Giải ba,660,3
01094,2026-06-17,Giải ba,212,4
01094,2026-06-17,Giải ba,295,5
01094,2026-06-17,Giải ba,950,6
01094,2026-06-17,Giải ba,722,7
01094,2026-06-17,Giải Đặc biệt,115,0
01094,2026-06-17,Giải Đặc biệt,771,1
01094,2026-06-17,Giải Nhất,300,0
01094,2026-06-17,Giải Nhất,879,1
01094,2026-06-17,Giải Nhất,806,2
01094,2026-06-17,Giải Nhất,415,3
01094,2026-06-17,Giải Nhì,113,0
01094,2026-06-17,Giải Nhì,161,1
01094,2026-06-17,Giải Nhì,143,2
01094,2026-06-17,Giải Nhì,206,3
01094,2026-06-17,Giải Nhì,878,4
01094,2026-06-17,Giải Nhì,415,5
01093,2026-06-15,Giải ba,080,0
01093,2026-06-15,Giải ba,958,1
01093,2026-06-15,Giải ba,167,2
01093,2026-06-15,Giải ba,964,3
01093,2026-06-15,Giải ba,814,4
01093,2026-06-15,Giải ba,597,5
01093,2026-06-15,Giải ba,093,6
01093,2026-06-15,Giải ba,747,7
01093,2026-06-15,Giải Đặc biệt,363,0
01093,2026-06-15,Giải Đặc biệt,028,1
01093,2026-06-15,Giải Nhất,769,0
01093,2026-06-15,Giải Nhất,452,1
01093,2026-06-15,Giải Nhất,043,2
01093,2026-06-15,Giải Nhất,799,3
01093,2026-06-15,Giải Nhì,170,0
01093,2026-06-15,Giải Nhì,949,1
01093,2026-06-15,Giải Nhì,088,2
01093,2026-06-15,Giải Nhì,050,3
01093,2026-06-15,Giải Nhì,693,4
01093,2026-06-15,Giải Nhì,746,5
01092,2026-06-12,Giải ba,397,0
01092,2026-06-12,Giải ba,888,1
01092,2026-06-12,Giải ba,977,2
01092,2026-06-12,Giải ba,204,3
01092,2026-06-12,Giải ba,623,4
01092,2026-06-12,Giải ba,070,5
01092,2026-06-12,Giải ba,140,6
01092,2026-06-12,Giải ba,332,7
01092,2026-06-12,Giải Đặc biệt,350,0
01092,2026-06-12,Giải Đặc biệt,839,1
01092,2026-06-12,Giải Nhất,975,0
01092,2026-06-12,Giải Nhất,955,1
01092,2026-06-12,Giải Nhất,069,2
01092,2026-06-12,Giải Nhất,405,3
01092,2026-06-12,Giải Nhì,896,0
01092,2026-06-12,Giải Nhì,451,1
01092,2026-06-12,Giải Nhì,810,2
01092,2026-06-12,Giải Nhì,851,3
01092,2026-06-12,Giải Nhì,841,4
01092,2026-06-12,Giải Nhì,328,5
01091,2026-06-10,Giải ba,106,0
01091,2026-06-10,Giải ba,665,1
01091,2026-06-10,Giải ba,647,2
01091,2026-06-10,Giải ba,979,3
01091,2026-06-10,Giải ba,737,4
01091,2026-06-10,Giải ba,583,5
01091,2026-06-10,Giải ba,644,6
01091,2026-06-10,Giải ba,506,7
01091,2026-06-10,Giải Đặc biệt,208,0
01091,2026-06-10,Giải Đặc biệt,590,1
01091,2026-06-10,Giải Nhất,885,0
01091,2026-06-10,Giải Nhất,228,1
01091,2026-06-10,Giải Nhất,985,2
01091,2026-06-10,Giải Nhất,027,3
01091,2026-06-10,Giải Nhì,437,0
01091,2026-06-10,Giải Nhì,161,1
01091,2026-06-10,Giải Nhì,575,2
01091,2026-06-10,Giải Nhì,202,3
01091,2026-06-10,Giải Nhì,411,4
01091,2026-06-10,Giải Nhì,596,5
01090,2026-06-08,Giải ba,832,0
01090,2026-06-08,Giải ba,386,1
01090,2026-06-08,Giải ba,421,2
01090,2026-06-08,Giải ba,771,3
01090,2026-06-08,Giải ba,497,4
01090,2026-06-08,Giải ba,045,5
01090,2026-06-08,Giải ba,151,6
01090,2026-06-08,Giải ba,372,7
01090,2026-06-08,Giải Đặc biệt,788,0
01090,2026-06-08,Giải Đặc biệt,518,1
01090,2026-06-08,Giải Nhất,621,0
01090,2026-06-08,Giải Nhất,119,1
01090,2026-06-08,Giải Nhất,583,2
01090,2026-06-08,Giải Nhất,354,3
01090,2026-06-08,Giải Nhì,551,0
01090,2026-06-08,Giải Nhì,188,1
01090,2026-06-08,Giải Nhì,256,2
01090,2026-06-08,Giải Nhì,356,3
01090,2026-06-08,Giải Nhì,032,4
01090,2026-06-08,Giải Nhì,034,5
01089,2026-06-05,Giải ba,629,0
01089,2026-06-05,Giải ba,020,1
01089,2026-06-05,Giải ba,953,2
01089,2026-06-05,Giải ba,553,3
01089,2026-06-05,Giải ba,443,4
01089,2026-06-05,Giải ba,106,5
01089,2026-06-05,Giải ba,068,6
01089,2026-06-05,Giải ba,735,7
01089,2026-06-05,Giải Đặc biệt,989,0
01089,2026-06-05,Giải Đặc biệt,401,1
01089,2026-06-05,Giải Nhất,166,0
01089,2026-06-05,Giải Nhất,847,1
01089,2026-06-05,Giải Nhất,254,2
01089,2026-06-05,Giải Nhất,119,3
01089,2026-06-05,Giải Nhì,901,0
01089,2026-06-05,Giải Nhì,152,1
01089,2026-06-05,Giải Nhì,521,2
01089,2026-06-05,Giải Nhì,216,3
01089,2026-06-05,Giải Nhì,619,4
01089,2026-06-05,Giải Nhì,425,5
01088,2026-06-03,Giải ba,350,0
01088,2026-06-03,Giải ba,103,1
01088,2026-06-03,Giải ba,681,2
01088,2026-06-03,Giải ba,650,3
01088,2026-06-03,Giải ba,954,4
01088,2026-06-03,Giải ba,024,5
01088,2026-06-03,Giải ba,322,6
01088,2026-06-03,Giải ba,733,7
01088,2026-06-03,Giải Đặc biệt,370,0
01088,2026-06-03,Giải Đặc biệt,391,1
01088,2026-06-03,Giải Nhất,233,0
01088,2026-06-03,Giải Nhất,326,1
01088,2026-06-03,Giải Nhất,819,2
01088,2026-06-03,Giải Nhất,633,3
01088,2026-06-03,Giải Nhì,231,0
01088,2026-06-03,Giải Nhì,616,1
01088,2026-06-03,Giải Nhì,121,2
01088,2026-06-03,Giải Nhì,784,3
01088,2026-06-03,Giải Nhì,098,4
01088,2026-06-03,Giải Nhì,146,5
01087,2026-06-01,Giải ba,093,0
01087,2026-06-01,Giải ba,168,1
01087,2026-06-01,Giải ba,722,2
01087,2026-06-01,Giải ba,858,3
01087,2026-06-01,Giải ba,479,4
01087,2026-06-01,Giải ba,411,5
01087,2026-06-01,Giải ba,185,6
01087,2026-06-01,Giải ba,298,7
01087,2026-06-01,Giải Đặc biệt,134,0
01087,2026-06-01,Giải Đặc biệt,693,1
01087,2026-06-01,Giải Nhất,807,0
01087,2026-06-01,Giải Nhất,183,1
01087,2026-06-01,Giải Nhất,888,2
01087,2026-06-01,Giải Nhất,679,3
01087,2026-06-01,Giải Nhì,425,0
01087,2026-06-01,Giải Nhì,396,1
01087,2026-06-01,Giải Nhì,382,2
01087,2026-06-01,Giải Nhì,151,3
01087,2026-06-01,Giải Nhì,410,4
01087,2026-06-01,Giải Nhì,775,5
01086,2026-05-29,Giải ba,671,0
01086,2026-05-29,Giải ba,840,1
01086,2026-05-29,Giải ba,869,2
01086,2026-05-29,Giải ba,649,3
01086,2026-05-29,Giải ba,216,4
01086,2026-05-29,Giải ba,723,5
01086,2026-05-29,Giải ba,018,6
01086,2026-05-29,Giải ba,462,7
01086,2026-05-29,Giải Đặc biệt,708,0
01086,2026-05-29,Giải Đặc biệt,936,1
